Key,SourceString,Context
"Highlands_Shared_Interaction_Chest","Запертый древний сундук",""
"Highlands_Shared_Interaction_ChestOpen","Древний сундук",""
"Highlands_Shared_Interaction_Chest_Requirement","Требуется 1 древний ключ Предгорий",""
"Swamp_Shared_Interaction_Chest","Запертый древний сундук",""
"Swamp_Shared_Interaction_ChestOpen","Древний сундук",""
"Swamp_Shared_Interaction_Chest_Requirement","Требуется 1 ключ Болот",""
"InteractOption_Shared_Chest_UseKey","Отпереть замок",""
"Highlands_Shared_Interaction_ClosedAncientDoor","Запертая дверь в сокровищницу",""
"Highlands_Shared_Interaction_ClosedAncientDoor_Requirement","Требуется 3 ключа Предгорий",""
"Swamp_Shared_Interaction_ClosedAncientDoor","Запертая дверь в сокровищницу",""
"Swamp_Shared_Interaction_ClosedAncientDoor_Requirement","Требуется 3 ключа Болот",""
"InteractOption_Shared_Door_UseKey","Открыть дверь",""
"Shared_WreckDoor_Name","Шаткая дверь склада",""
"InteractionObjectTangledLadder","Смотанная лестница",""
"InteractiveNode","Ударить чтобы нанести урон",""
"ShipBattery_Coop_Interaction_Requirement","You need to be on the ship to control batteries",""
"ShipBattery_Coop_Name","Ship Battery",""
"ShipBattery_Coop_Use","Control",""
