Date/Time,Word Count,de,en,es,fr,it,ja,ko,pl,pt-BR,R5DevCulture,ru,tr,zh-Hans
2026.04.29-14.32.22,71637,71620,71637,71637,71637,71637,71637,71637,71637,71637,71637,71637,71637,71637
2026.04.29-14.35.48,71637,71637,71637,71637,71637,71637,71637,71637,71637,71637,71637,71637,71637,71637
2026.04.29-17.32.40,71492,71492,71492,71492,71492,71492,71492,71492,71492,71492,71492,71492,71492,71492
2026.04.30-11.46.55,71637,71492,71492,71492,71492,71492,71492,71492,71492,71492,71637,71492,71492,71492
2026.04.30-11.48.00,71637,71492,71637,71492,71492,71492,71492,71492,71492,71492,71637,71492,71492,71492
2026.04.30-11.49.40,71637,71492,71637,71492,71492,71492,71492,71492,71492,71492,71637,71492,71492,71637
2026.04.30-11.54.00,71637,71492,71637,71492,71637,71492,71492,71492,71492,71492,71637,71492,71492,71637
2026.04.30-11.57.11,71637,71637,71637,71492,71637,71492,71492,71492,71492,71492,71637,71492,71492,71637
2026.04.30-11.58.44,71637,71637,71637,71492,71637,71637,71492,71492,71492,71492,71637,71492,71492,71637
2026.04.30-12.02.40,71637,71637,71637,71492,71637,71637,71637,71492,71492,71492,71637,71492,71492,71637
2026.04.30-12.04.03,71637,71637,71637,71492,71637,71637,71637,71637,71492,71492,71637,71492,71492,71637
2026.04.30-12.05.06,71637,71637,71637,71492,71637,71637,71637,71637,71637,71492,71637,71492,71492,71637
2026.04.30-12.06.13,71637,71637,71637,71492,71637,71637,71637,71637,71637,71637,71637,71492,71492,71637
2026.04.30-12.07.17,71637,71637,71637,71492,71637,71637,71637,71637,71637,71637,71637,71637,71492,71637
2026.04.30-12.08.19,71637,71637,71637,71637,71637,71637,71637,71637,71637,71637,71637,71637,71492,71637
2026.04.30-12.09.18,71637,71637,71637,71637,71637,71637,71637,71637,71637,71637,71637,71637,71637,71637
